"","riskyoption1","riskyoption2","safeoption","choiceP","easy0difficult1"
"1",9.61382319926051,0,10.857733285299,7.78288649734555e-15,0
"2",22.5334113956662,0,9.84415934027638,0.54392845873225,1
"3",19.6754226963385,0,8.60975249095354,0.533761744298902,1
"4",17.3753614681656,0,1.40073767973809,0.999999999836348,0
"5",18.2682212308981,0,7.99304543050239,0.534482481416045,1
"6",14.964014585549,0,6.62809546442004,0.4580110522564,1
"7",13.5670370540814,0,11.5975740638678,2.15933677146176e-10,0
"8",17.93397140007,0,7.83025051226141,0.547507690274767,1
"9",14.4984294762253,0,6.42501892348519,0.454955244201016,1
"10",11.2539263895131,0,6.74011341935256,0.000150346605070729,0
"11",13.0591062552179,0,5.75099445772357,0.494148285657929,1
"12",23.774788510811,0,0.967791553435381,0.999999999992602,0
"13",28.488591914624,0,9.75066818317864,0.996509305330112,0
"14",7.0618049209821,0,7.47131508622551,3.53659388602502e-14,0
"15",11.3251487500733,0,4.98173300308408,0.501240764466828,1
"16",2.33610143036349,0,2.42200731363846,5.75433676475257e-14,0
"17",8.95234783188207,0,8.18320903420681,1.0556329279081e-11,0
"18",17.9067083803937,0,11.0513033744297,5.61280050592604e-05,0
"19",27.015898581862,0,6.19153498231899,0.999996388519802,0
"20",8.05097674430581,0,6.19306786876405,1.79304782421051e-08,0
"21",21.8067489699111,0,9.62846751258476,0.47778108120011,1
"22",4.90900153761031,0,2.16398684188025,0.487929794332339,1
"23",20.5798183594714,0,6.83423188249581,0.998086425860195,0
"24",12.0278825683868,0,11.131874702475,5.92107334680315e-12,0
"25",18.1188798752963,0,7.96012727580965,0.509114524943271,1
"26",18.4442102004658,0,8.10634845008608,0.506578589020678,1
"27",22.6289773713215,0,9.94889418635285,0.504499405417759,1
"28",17.6272657793714,0,7.69329893870745,0.549935308016191,1
"29",0.923301963962149,0,0.408890931075439,0.459115906920477,1
"30",19.6644900681451,0,6.24931756752776,0.999181729806628,0
"31",5.58283472472103,0,2.4613332824083,0.487149295505093,1
"32",6.35541090586921,0,2.80463778075064,0.481137519714621,1
"33",13.6589212645893,0,6.02104007928865,0.488020952888605,1
"34",13.6113567948807,0,10.0826740638586,7.93068868068085e-08,0
"35",20.2273137147189,0,8.92390491899569,0.482813967477881,1
"36",21.2168705675751,0,9.30517837606603,0.519804151624621,1
"37",15.2241863939678,0,6.72015250208788,0.479526344024442,1
"38",9.7093596640043,0,4.24796285126358,0.534851455138191,1
"39",23.6860082038678,0,10.359268582915,0.537028741626014,1
